@relation 'snake_game-weka.filters.unsupervised.attribute.Remove-R5-8,10-14,16-19,22-25,27'

@attribute snake_posX numeric
@attribute snake_posY numeric
@attribute food_posX numeric
@attribute food_posY numeric
@attribute good_move {RIGHT,LEFT,UP,DOWN}
@attribute previous_direction {1,2,3,4}
@attribute x_rel_pos {RIGHT,LEFT,SAME}
@attribute y_rel_pos {UP,DOWN,SAME}
@attribute direction {1,2,3,4}

@data
260,100,200,130,LEFT,1,LEFT,DOWN,4
250,100,200,130,LEFT,1,LEFT,DOWN,4
250,110,200,130,LEFT,4,LEFT,DOWN,3
250,120,200,130,LEFT,4,LEFT,DOWN,3
240,120,200,130,LEFT,3,LEFT,DOWN,4
230,120,200,130,LEFT,3,LEFT,DOWN,4
220,120,200,130,LEFT,3,LEFT,DOWN,4
210,120,200,130,LEFT,3,LEFT,DOWN,4
200,120,200,130,DOWN,3,SAME,DOWN,4
190,120,200,130,DOWN,3,RIGHT,DOWN,4
180,120,200,130,DOWN,3,RIGHT,DOWN,4
180,130,200,130,RIGHT,4,RIGHT,SAME,3
180,140,200,130,RIGHT,4,RIGHT,UP,3
180,150,200,130,RIGHT,4,RIGHT,UP,3
180,160,200,130,RIGHT,4,RIGHT,UP,3
180,170,200,130,RIGHT,4,RIGHT,UP,3
180,180,200,130,RIGHT,4,RIGHT,UP,3
180,190,200,130,RIGHT,4,RIGHT,UP,3
180,200,200,130,RIGHT,4,RIGHT,UP,3
190,200,200,130,RIGHT,3,RIGHT,UP,2
190,190,200,130,RIGHT,2,RIGHT,UP,1
190,180,200,130,RIGHT,2,RIGHT,UP,1
190,170,200,130,RIGHT,2,RIGHT,UP,1
190,160,200,130,RIGHT,2,RIGHT,UP,1
190,150,200,130,RIGHT,2,RIGHT,UP,1
190,140,200,130,RIGHT,2,RIGHT,UP,1
190,130,200,130,RIGHT,2,RIGHT,SAME,1
200,130,120,80,UP,1,LEFT,UP,2
210,130,120,80,UP,1,LEFT,UP,2
220,130,120,80,UP,1,LEFT,UP,2
230,130,120,80,UP,1,LEFT,UP,2
240,130,120,80,UP,1,LEFT,UP,2
250,130,120,80,UP,1,LEFT,UP,2
260,130,120,80,UP,1,LEFT,UP,2
260,120,120,80,LEFT,2,LEFT,UP,1
260,110,120,80,LEFT,2,LEFT,UP,1
260,100,120,80,LEFT,2,LEFT,UP,1
260,90,120,80,LEFT,2,LEFT,UP,1
260,80,120,80,LEFT,2,LEFT,SAME,1
250,80,120,80,LEFT,1,LEFT,SAME,4
240,80,120,80,LEFT,1,LEFT,SAME,4
230,80,120,80,LEFT,1,LEFT,SAME,4
220,80,120,80,LEFT,1,LEFT,SAME,4
210,80,120,80,LEFT,1,LEFT,SAME,4
200,80,120,80,LEFT,1,LEFT,SAME,4
190,80,120,80,LEFT,1,LEFT,SAME,4
180,80,120,80,LEFT,1,LEFT,SAME,4
170,80,120,80,LEFT,1,LEFT,SAME,4
160,80,120,80,LEFT,1,LEFT,SAME,4
150,80,120,80,LEFT,1,LEFT,SAME,4
140,80,120,80,LEFT,1,LEFT,SAME,4
130,80,120,80,LEFT,1,LEFT,SAME,4
120,80,310,190,DOWN,1,RIGHT,DOWN,4
110,80,310,190,DOWN,1,RIGHT,DOWN,4
110,90,310,190,RIGHT,4,RIGHT,DOWN,3
110,100,310,190,RIGHT,4,RIGHT,DOWN,3
110,110,310,190,RIGHT,4,RIGHT,DOWN,3
110,120,310,190,RIGHT,4,RIGHT,DOWN,3
110,130,310,190,RIGHT,4,RIGHT,DOWN,3
110,140,310,190,RIGHT,4,RIGHT,DOWN,3
110,150,310,190,RIGHT,4,RIGHT,DOWN,3
110,160,310,190,RIGHT,4,RIGHT,DOWN,3
110,170,310,190,RIGHT,4,RIGHT,DOWN,3
120,170,310,190,RIGHT,3,RIGHT,DOWN,2
130,170,310,190,RIGHT,3,RIGHT,DOWN,2
140,170,310,190,RIGHT,3,RIGHT,DOWN,2
150,170,310,190,RIGHT,3,RIGHT,DOWN,2
160,170,310,190,RIGHT,3,RIGHT,DOWN,2
160,180,310,190,RIGHT,2,RIGHT,DOWN,3
160,190,310,190,RIGHT,2,RIGHT,SAME,3
170,190,310,190,RIGHT,3,RIGHT,SAME,2
180,190,310,190,RIGHT,3,RIGHT,SAME,2
190,190,310,190,RIGHT,3,RIGHT,SAME,2
200,190,310,190,RIGHT,3,RIGHT,SAME,2
210,190,310,190,RIGHT,3,RIGHT,SAME,2
220,190,310,190,RIGHT,3,RIGHT,SAME,2
230,190,310,190,RIGHT,3,RIGHT,SAME,2
240,190,310,190,RIGHT,3,RIGHT,SAME,2
250,190,310,190,RIGHT,3,RIGHT,SAME,2
260,190,310,190,RIGHT,3,RIGHT,SAME,2
270,190,310,190,RIGHT,3,RIGHT,SAME,2
280,190,310,190,RIGHT,3,RIGHT,SAME,2
290,190,310,190,RIGHT,3,RIGHT,SAME,2
300,190,310,190,RIGHT,3,RIGHT,SAME,2
310,190,150,430,DOWN,3,LEFT,DOWN,2
310,180,150,430,LEFT,2,LEFT,DOWN,1
310,170,150,430,LEFT,2,LEFT,DOWN,1
310,160,150,430,LEFT,2,LEFT,DOWN,1
310,150,150,430,LEFT,2,LEFT,DOWN,1
310,140,150,430,LEFT,2,LEFT,DOWN,1
310,130,150,430,LEFT,2,LEFT,DOWN,1
310,120,150,430,LEFT,2,LEFT,DOWN,1
300,120,150,430,LEFT,1,LEFT,DOWN,4
290,120,150,430,LEFT,1,LEFT,DOWN,4
280,120,150,430,LEFT,1,LEFT,DOWN,4
280,130,150,430,LEFT,4,LEFT,DOWN,3
280,140,150,430,LEFT,4,LEFT,DOWN,3
280,150,150,430,LEFT,4,LEFT,DOWN,3
280,160,150,430,LEFT,4,LEFT,DOWN,3
280,170,150,430,LEFT,4,LEFT,DOWN,3
280,180,150,430,LEFT,4,LEFT,DOWN,3
280,190,150,430,LEFT,4,LEFT,DOWN,3
280,200,150,430,LEFT,4,LEFT,DOWN,3
280,210,150,430,LEFT,4,LEFT,DOWN,3
280,220,150,430,LEFT,4,LEFT,DOWN,3
280,230,150,430,LEFT,4,LEFT,DOWN,3
280,240,150,430,LEFT,4,LEFT,DOWN,3
280,250,150,430,LEFT,4,LEFT,DOWN,3
280,260,150,430,LEFT,4,LEFT,DOWN,3
280,270,150,430,LEFT,4,LEFT,DOWN,3
280,280,150,430,LEFT,4,LEFT,DOWN,3
280,290,150,430,LEFT,4,LEFT,DOWN,3
280,300,150,430,LEFT,4,LEFT,DOWN,3
280,310,150,430,LEFT,4,LEFT,DOWN,3
280,320,150,430,LEFT,4,LEFT,DOWN,3
280,330,150,430,LEFT,4,LEFT,DOWN,3
280,340,150,430,LEFT,4,LEFT,DOWN,3
280,350,150,430,LEFT,4,LEFT,DOWN,3
280,360,150,430,LEFT,4,LEFT,DOWN,3
280,370,150,430,LEFT,4,LEFT,DOWN,3
280,380,150,430,LEFT,4,LEFT,DOWN,3
280,390,150,430,LEFT,4,LEFT,DOWN,3
280,400,150,430,LEFT,4,LEFT,DOWN,3
280,410,150,430,LEFT,4,LEFT,DOWN,3
280,420,150,430,LEFT,4,LEFT,DOWN,3
280,430,150,430,LEFT,4,LEFT,SAME,3
270,430,150,430,LEFT,3,LEFT,SAME,4
260,430,150,430,LEFT,3,LEFT,SAME,4
250,430,150,430,LEFT,3,LEFT,SAME,4
240,430,150,430,LEFT,3,LEFT,SAME,4
230,430,150,430,LEFT,3,LEFT,SAME,4
220,430,150,430,LEFT,3,LEFT,SAME,4
210,430,150,430,LEFT,3,LEFT,SAME,4
200,430,150,430,LEFT,3,LEFT,SAME,4
190,430,150,430,LEFT,3,LEFT,SAME,4
180,430,150,430,LEFT,3,LEFT,SAME,4
170,430,150,430,LEFT,3,LEFT,SAME,4
160,430,150,430,LEFT,3,LEFT,SAME,4
150,430,430,10,UP,3,RIGHT,UP,4
150,420,430,10,RIGHT,4,RIGHT,UP,1
150,410,430,10,RIGHT,4,RIGHT,UP,1
150,400,430,10,RIGHT,4,RIGHT,UP,1
150,390,430,10,RIGHT,4,RIGHT,UP,1
150,380,430,10,RIGHT,4,RIGHT,UP,1
150,370,430,10,RIGHT,4,RIGHT,UP,1
150,360,430,10,RIGHT,4,RIGHT,UP,1
150,350,430,10,RIGHT,4,RIGHT,UP,1
150,340,430,10,RIGHT,4,RIGHT,UP,1
150,330,430,10,RIGHT,4,RIGHT,UP,1
150,320,430,10,RIGHT,4,RIGHT,UP,1
150,310,430,10,RIGHT,4,RIGHT,UP,1
150,300,430,10,RIGHT,4,RIGHT,UP,1
150,290,430,10,RIGHT,4,RIGHT,UP,1
150,280,430,10,RIGHT,4,RIGHT,UP,1
150,270,430,10,RIGHT,4,RIGHT,UP,1
150,260,430,10,RIGHT,4,RIGHT,UP,1
150,250,430,10,RIGHT,4,RIGHT,UP,1
150,240,430,10,RIGHT,4,RIGHT,UP,1
150,230,430,10,RIGHT,4,RIGHT,UP,1
150,220,430,10,RIGHT,4,RIGHT,UP,1
150,210,430,10,RIGHT,4,RIGHT,UP,1
150,200,430,10,RIGHT,4,RIGHT,UP,1
150,190,430,10,RIGHT,4,RIGHT,UP,1
150,180,430,10,RIGHT,4,RIGHT,UP,1
150,170,430,10,RIGHT,4,RIGHT,UP,1
150,160,430,10,RIGHT,4,RIGHT,UP,1
150,150,430,10,RIGHT,4,RIGHT,UP,1
150,140,430,10,RIGHT,4,RIGHT,UP,1
150,130,430,10,RIGHT,4,RIGHT,UP,1
150,120,430,10,RIGHT,4,RIGHT,UP,1
150,110,430,10,RIGHT,4,RIGHT,UP,1
150,100,430,10,RIGHT,4,RIGHT,UP,1
150,90,430,10,RIGHT,4,RIGHT,UP,1
150,80,430,10,RIGHT,4,RIGHT,UP,1
150,70,430,10,RIGHT,4,RIGHT,UP,1
150,60,430,10,RIGHT,4,RIGHT,UP,1
150,50,430,10,RIGHT,4,RIGHT,UP,1
150,40,430,10,RIGHT,4,RIGHT,UP,1
150,30,430,10,RIGHT,4,RIGHT,UP,1
150,20,430,10,RIGHT,4,RIGHT,UP,1
160,20,430,10,RIGHT,1,RIGHT,UP,2
170,20,430,10,RIGHT,1,RIGHT,UP,2
180,20,430,10,RIGHT,1,RIGHT,UP,2
190,20,430,10,RIGHT,1,RIGHT,UP,2
200,20,430,10,RIGHT,1,RIGHT,UP,2
210,20,430,10,RIGHT,1,RIGHT,UP,2
220,20,430,10,RIGHT,1,RIGHT,UP,2
230,20,430,10,RIGHT,1,RIGHT,UP,2
240,20,430,10,RIGHT,1,RIGHT,UP,2
240,10,430,10,RIGHT,2,RIGHT,SAME,1
250,10,430,10,RIGHT,1,RIGHT,SAME,2
260,10,430,10,RIGHT,1,RIGHT,SAME,2
270,10,430,10,RIGHT,1,RIGHT,SAME,2
280,10,430,10,RIGHT,1,RIGHT,SAME,2
290,10,430,10,RIGHT,1,RIGHT,SAME,2
300,10,430,10,RIGHT,1,RIGHT,SAME,2
310,10,430,10,RIGHT,1,RIGHT,SAME,2
320,10,430,10,RIGHT,1,RIGHT,SAME,2
330,10,430,10,RIGHT,1,RIGHT,SAME,2
340,10,430,10,RIGHT,1,RIGHT,SAME,2
350,10,430,10,RIGHT,1,RIGHT,SAME,2
360,10,430,10,RIGHT,1,RIGHT,SAME,2
370,10,430,10,RIGHT,1,RIGHT,SAME,2
380,10,430,10,RIGHT,1,RIGHT,SAME,2
390,10,430,10,RIGHT,1,RIGHT,SAME,2
400,10,430,10,RIGHT,1,RIGHT,SAME,2
410,10,430,10,RIGHT,1,RIGHT,SAME,2
420,10,430,10,RIGHT,1,RIGHT,SAME,2
430,10,390,220,DOWN,1,LEFT,DOWN,2
430,20,390,220,LEFT,2,LEFT,DOWN,3
430,30,390,220,LEFT,2,LEFT,DOWN,3
430,40,390,220,LEFT,2,LEFT,DOWN,3
430,50,390,220,LEFT,2,LEFT,DOWN,3
430,60,390,220,LEFT,2,LEFT,DOWN,3
430,70,390,220,LEFT,2,LEFT,DOWN,3
430,80,390,220,LEFT,2,LEFT,DOWN,3
430,90,390,220,LEFT,2,LEFT,DOWN,3
430,100,390,220,LEFT,2,LEFT,DOWN,3
430,110,390,220,LEFT,2,LEFT,DOWN,3
430,120,390,220,LEFT,2,LEFT,DOWN,3
430,130,390,220,LEFT,2,LEFT,DOWN,3
430,140,390,220,LEFT,2,LEFT,DOWN,3
430,150,390,220,LEFT,2,LEFT,DOWN,3
430,160,390,220,LEFT,2,LEFT,DOWN,3
430,170,390,220,LEFT,2,LEFT,DOWN,3
430,180,390,220,LEFT,2,LEFT,DOWN,3
430,190,390,220,LEFT,2,LEFT,DOWN,3
430,200,390,220,LEFT,2,LEFT,DOWN,3
430,210,390,220,LEFT,2,LEFT,DOWN,3
430,220,390,220,LEFT,2,LEFT,SAME,3
420,220,390,220,LEFT,3,LEFT,SAME,4
410,220,390,220,LEFT,3,LEFT,SAME,4
400,220,390,220,LEFT,3,LEFT,SAME,4
390,220,400,420,DOWN,3,RIGHT,DOWN,4
380,220,400,420,DOWN,3,RIGHT,DOWN,4
370,220,400,420,DOWN,3,RIGHT,DOWN,4
360,220,400,420,DOWN,3,RIGHT,DOWN,4
350,220,400,420,DOWN,3,RIGHT,DOWN,4
340,220,400,420,DOWN,3,RIGHT,DOWN,4
330,220,400,420,DOWN,3,RIGHT,DOWN,4
320,220,400,420,DOWN,3,RIGHT,DOWN,4
310,220,400,420,DOWN,3,RIGHT,DOWN,4
310,230,400,420,RIGHT,4,RIGHT,DOWN,3
310,240,400,420,RIGHT,4,RIGHT,DOWN,3
310,250,400,420,RIGHT,4,RIGHT,DOWN,3
310,260,400,420,RIGHT,4,RIGHT,DOWN,3
310,270,400,420,RIGHT,4,RIGHT,DOWN,3
310,280,400,420,RIGHT,4,RIGHT,DOWN,3
310,290,400,420,RIGHT,4,RIGHT,DOWN,3
310,300,400,420,RIGHT,4,RIGHT,DOWN,3
310,310,400,420,RIGHT,4,RIGHT,DOWN,3
310,320,400,420,RIGHT,4,RIGHT,DOWN,3
310,330,400,420,RIGHT,4,RIGHT,DOWN,3
310,340,400,420,RIGHT,4,RIGHT,DOWN,3
310,350,400,420,RIGHT,4,RIGHT,DOWN,3
310,360,400,420,RIGHT,4,RIGHT,DOWN,3
310,370,400,420,RIGHT,4,RIGHT,DOWN,3
310,380,400,420,RIGHT,4,RIGHT,DOWN,3
310,390,400,420,RIGHT,4,RIGHT,DOWN,3
310,400,400,420,RIGHT,4,RIGHT,DOWN,3
310,410,400,420,RIGHT,4,RIGHT,DOWN,3
310,420,400,420,RIGHT,4,RIGHT,SAME,3
320,420,400,420,RIGHT,3,RIGHT,SAME,2
330,420,400,420,RIGHT,3,RIGHT,SAME,2
340,420,400,420,RIGHT,3,RIGHT,SAME,2
350,420,400,420,RIGHT,3,RIGHT,SAME,2
360,420,400,420,RIGHT,3,RIGHT,SAME,2
370,420,400,420,RIGHT,3,RIGHT,SAME,2
380,420,400,420,RIGHT,3,RIGHT,SAME,2
390,420,400,420,RIGHT,3,RIGHT,SAME,2
400,420,140,280,UP,3,LEFT,UP,2
410,420,140,280,UP,3,LEFT,UP,2
410,410,140,280,LEFT,2,LEFT,UP,1
410,400,140,280,LEFT,2,LEFT,UP,1
410,390,140,280,LEFT,2,LEFT,UP,1
410,380,140,280,LEFT,2,LEFT,UP,1
410,370,140,280,LEFT,2,LEFT,UP,1
410,360,140,280,LEFT,2,LEFT,UP,1
410,350,140,280,LEFT,2,LEFT,UP,1
410,340,140,280,LEFT,2,LEFT,UP,1
410,330,140,280,LEFT,2,LEFT,UP,1
410,320,140,280,LEFT,2,LEFT,UP,1
410,310,140,280,LEFT,2,LEFT,UP,1
410,300,140,280,LEFT,2,LEFT,UP,1
410,290,140,280,LEFT,2,LEFT,UP,1
410,280,140,280,LEFT,2,LEFT,SAME,1
410,270,140,280,LEFT,2,LEFT,DOWN,1
400,270,140,280,LEFT,1,LEFT,DOWN,4
390,270,140,280,LEFT,1,LEFT,DOWN,4
380,270,140,280,LEFT,1,LEFT,DOWN,4
370,270,140,280,LEFT,1,LEFT,DOWN,4
360,270,140,280,LEFT,1,LEFT,DOWN,4
350,270,140,280,LEFT,1,LEFT,DOWN,4
340,270,140,280,LEFT,1,LEFT,DOWN,4
330,270,140,280,LEFT,1,LEFT,DOWN,4
320,270,140,280,LEFT,1,LEFT,DOWN,4
310,270,140,280,LEFT,1,LEFT,DOWN,4
300,270,140,280,LEFT,1,LEFT,DOWN,4
290,270,140,280,LEFT,1,LEFT,DOWN,4
280,270,140,280,LEFT,1,LEFT,DOWN,4
270,270,140,280,LEFT,1,LEFT,DOWN,4
260,270,140,280,LEFT,1,LEFT,DOWN,4
250,270,140,280,LEFT,1,LEFT,DOWN,4
250,280,140,280,LEFT,4,LEFT,SAME,3
250,290,140,280,LEFT,4,LEFT,UP,3
250,300,140,280,LEFT,4,LEFT,UP,3
240,300,140,280,LEFT,3,LEFT,UP,4
230,300,140,280,LEFT,3,LEFT,UP,4
220,300,140,280,LEFT,3,LEFT,UP,4
210,300,140,280,LEFT,3,LEFT,UP,4
200,300,140,280,LEFT,3,LEFT,UP,4
190,300,140,280,LEFT,3,LEFT,UP,4
180,300,140,280,LEFT,3,LEFT,UP,4
170,300,140,280,LEFT,3,LEFT,UP,4
160,300,140,280,LEFT,3,LEFT,UP,4
150,300,140,280,LEFT,3,LEFT,UP,4
140,300,140,280,UP,3,SAME,UP,4
140,290,140,280,UP,4,SAME,UP,1
140,280,360,60,RIGHT,4,RIGHT,UP,1
140,270,360,60,RIGHT,4,RIGHT,UP,1
140,260,360,60,RIGHT,4,RIGHT,UP,1
140,250,360,60,RIGHT,4,RIGHT,UP,1
140,240,360,60,RIGHT,4,RIGHT,UP,1
140,230,360,60,RIGHT,4,RIGHT,UP,1
140,220,360,60,RIGHT,4,RIGHT,UP,1
140,210,360,60,RIGHT,4,RIGHT,UP,1
140,200,360,60,RIGHT,4,RIGHT,UP,1
140,190,360,60,RIGHT,4,RIGHT,UP,1
140,180,360,60,RIGHT,4,RIGHT,UP,1
140,170,360,60,RIGHT,4,RIGHT,UP,1
140,160,360,60,RIGHT,4,RIGHT,UP,1
140,150,360,60,RIGHT,4,RIGHT,UP,1
140,140,360,60,RIGHT,4,RIGHT,UP,1
140,130,360,60,RIGHT,4,RIGHT,UP,1
140,120,360,60,RIGHT,4,RIGHT,UP,1
140,110,360,60,RIGHT,4,RIGHT,UP,1
140,100,360,60,RIGHT,4,RIGHT,UP,1
140,90,360,60,RIGHT,4,RIGHT,UP,1
140,80,360,60,RIGHT,4,RIGHT,UP,1
140,70,360,60,RIGHT,4,RIGHT,UP,1
140,60,360,60,RIGHT,4,RIGHT,SAME,1
150,60,360,60,RIGHT,1,RIGHT,SAME,2
160,60,360,60,RIGHT,1,RIGHT,SAME,2
170,60,360,60,RIGHT,1,RIGHT,SAME,2
180,60,360,60,RIGHT,1,RIGHT,SAME,2
190,60,360,60,RIGHT,1,RIGHT,SAME,2
200,60,360,60,RIGHT,1,RIGHT,SAME,2
210,60,360,60,RIGHT,1,RIGHT,SAME,2
220,60,360,60,RIGHT,1,RIGHT,SAME,2
230,60,360,60,RIGHT,1,RIGHT,SAME,2
240,60,360,60,RIGHT,1,RIGHT,SAME,2
250,60,360,60,RIGHT,1,RIGHT,SAME,2
260,60,360,60,RIGHT,1,RIGHT,SAME,2
270,60,360,60,RIGHT,1,RIGHT,SAME,2
280,60,360,60,RIGHT,1,RIGHT,SAME,2
290,60,360,60,RIGHT,1,RIGHT,SAME,2
300,60,360,60,RIGHT,1,RIGHT,SAME,2
310,60,360,60,RIGHT,1,RIGHT,SAME,2
320,60,360,60,RIGHT,1,RIGHT,SAME,2
330,60,360,60,RIGHT,1,RIGHT,SAME,2
340,60,360,60,RIGHT,1,RIGHT,SAME,2
350,60,360,60,RIGHT,1,RIGHT,SAME,2
350,70,360,60,RIGHT,2,RIGHT,UP,3
350,80,360,60,RIGHT,2,RIGHT,UP,3
350,90,360,60,RIGHT,2,RIGHT,UP,3
350,100,360,60,RIGHT,2,RIGHT,UP,3
350,110,360,60,RIGHT,2,RIGHT,UP,3
350,120,360,60,RIGHT,2,RIGHT,UP,3
350,130,360,60,RIGHT,2,RIGHT,UP,3
350,140,360,60,RIGHT,2,RIGHT,UP,3
350,150,360,60,RIGHT,2,RIGHT,UP,3
360,150,360,60,UP,3,SAME,UP,2
360,140,360,60,UP,2,SAME,UP,1
360,130,360,60,UP,2,SAME,UP,1
360,120,360,60,UP,2,SAME,UP,1
360,110,360,60,UP,2,SAME,UP,1
360,100,360,60,UP,2,SAME,UP,1
360,90,360,60,UP,2,SAME,UP,1
360,80,360,60,UP,2,SAME,UP,1
360,70,360,60,UP,2,SAME,UP,1
360,60,350,80,RIGHT,2,LEFT,DOWN,1
360,50,350,80,LEFT,2,LEFT,DOWN,1
350,50,350,80,DOWN,1,SAME,DOWN,4
340,50,350,80,DOWN,1,RIGHT,DOWN,4
330,50,350,80,DOWN,1,RIGHT,DOWN,4
320,50,350,80,DOWN,1,RIGHT,DOWN,4
310,50,350,80,DOWN,1,RIGHT,DOWN,4
300,50,350,80,DOWN,1,RIGHT,DOWN,4
290,50,350,80,DOWN,1,RIGHT,DOWN,4
280,50,350,80,DOWN,1,RIGHT,DOWN,4
280,60,350,80,RIGHT,4,RIGHT,DOWN,3
280,70,350,80,RIGHT,4,RIGHT,DOWN,3
280,80,350,80,RIGHT,4,RIGHT,SAME,3
280,90,350,80,RIGHT,4,RIGHT,UP,3
290,90,350,80,RIGHT,3,RIGHT,UP,2
300,90,350,80,RIGHT,3,RIGHT,UP,2
310,90,350,80,RIGHT,3,RIGHT,UP,2
320,90,350,80,RIGHT,3,RIGHT,UP,2
330,90,350,80,RIGHT,3,RIGHT,UP,2
340,90,350,80,RIGHT,3,RIGHT,UP,2
340,100,350,80,RIGHT,2,RIGHT,UP,3
340,110,350,80,RIGHT,2,RIGHT,UP,3
340,120,350,80,RIGHT,2,RIGHT,UP,3
340,130,350,80,RIGHT,2,RIGHT,UP,3
340,140,350,80,RIGHT,2,RIGHT,UP,3
340,150,350,80,RIGHT,2,RIGHT,UP,3
350,150,350,80,UP,3,SAME,UP,2
360,150,350,80,UP,3,LEFT,UP,2
360,140,350,80,LEFT,2,LEFT,UP,1
360,130,350,80,LEFT,2,LEFT,UP,1
360,120,350,80,LEFT,2,LEFT,UP,1
360,110,350,80,LEFT,2,LEFT,UP,1
360,100,350,80,LEFT,2,LEFT,UP,1
360,90,350,80,LEFT,2,LEFT,UP,1
360,80,350,80,LEFT,2,LEFT,SAME,1
360,70,350,80,LEFT,2,LEFT,DOWN,1
350,70,350,80,DOWN,1,SAME,DOWN,4
340,70,350,80,DOWN,1,RIGHT,DOWN,4
330,70,350,80,DOWN,1,RIGHT,DOWN,4
320,70,350,80,DOWN,1,RIGHT,DOWN,4
310,70,350,80,DOWN,1,RIGHT,DOWN,4
300,70,350,80,DOWN,1,RIGHT,DOWN,4
290,70,350,80,DOWN,1,RIGHT,DOWN,4
280,70,350,80,DOWN,1,RIGHT,DOWN,4
270,70,350,80,DOWN,1,RIGHT,DOWN,4
260,70,350,80,DOWN,1,RIGHT,DOWN,4
250,70,350,80,DOWN,1,RIGHT,DOWN,4
240,70,350,80,DOWN,1,RIGHT,DOWN,4
240,80,350,80,RIGHT,4,RIGHT,SAME,3
250,80,350,80,RIGHT,3,RIGHT,SAME,2
260,80,350,80,RIGHT,3,RIGHT,SAME,2
270,80,350,80,RIGHT,3,RIGHT,SAME,2
280,80,350,80,RIGHT,3,RIGHT,SAME,2
290,80,350,80,RIGHT,3,RIGHT,SAME,2
300,80,350,80,RIGHT,3,RIGHT,SAME,2
310,80,350,80,RIGHT,3,RIGHT,SAME,2
320,80,350,80,RIGHT,3,RIGHT,SAME,2
330,80,350,80,RIGHT,3,RIGHT,SAME,2
340,80,350,80,RIGHT,3,RIGHT,SAME,2
350,80,270,420,DOWN,3,LEFT,DOWN,2
350,90,270,420,LEFT,2,LEFT,DOWN,3
350,100,270,420,LEFT,2,LEFT,DOWN,3
350,110,270,420,LEFT,2,LEFT,DOWN,3
350,120,270,420,LEFT,2,LEFT,DOWN,3
350,130,270,420,LEFT,2,LEFT,DOWN,3
350,140,270,420,LEFT,2,LEFT,DOWN,3
350,150,270,420,LEFT,2,LEFT,DOWN,3
350,160,270,420,LEFT,2,LEFT,DOWN,3
350,170,270,420,LEFT,2,LEFT,DOWN,3
350,180,270,420,LEFT,2,LEFT,DOWN,3
350,190,270,420,LEFT,2,LEFT,DOWN,3
350,200,270,420,LEFT,2,LEFT,DOWN,3
350,210,270,420,LEFT,2,LEFT,DOWN,3
350,220,270,420,LEFT,2,LEFT,DOWN,3
350,230,270,420,LEFT,2,LEFT,DOWN,3
350,240,270,420,LEFT,2,LEFT,DOWN,3
350,250,270,420,LEFT,2,LEFT,DOWN,3
350,260,270,420,LEFT,2,LEFT,DOWN,3
350,270,270,420,LEFT,2,LEFT,DOWN,3
350,280,270,420,LEFT,2,LEFT,DOWN,3
350,290,270,420,LEFT,2,LEFT,DOWN,3
350,300,270,420,LEFT,2,LEFT,DOWN,3
350,310,270,420,LEFT,2,LEFT,DOWN,3
350,320,270,420,LEFT,2,LEFT,DOWN,3
350,330,270,420,LEFT,2,LEFT,DOWN,3
350,340,270,420,LEFT,2,LEFT,DOWN,3
350,350,270,420,LEFT,2,LEFT,DOWN,3
350,360,270,420,LEFT,2,LEFT,DOWN,3
350,370,270,420,LEFT,2,LEFT,DOWN,3
350,380,270,420,LEFT,2,LEFT,DOWN,3
350,390,270,420,LEFT,2,LEFT,DOWN,3
350,400,270,420,LEFT,2,LEFT,DOWN,3
350,410,270,420,LEFT,2,LEFT,DOWN,3
350,420,270,420,LEFT,2,LEFT,SAME,3
340,420,270,420,LEFT,3,LEFT,SAME,4
330,420,270,420,LEFT,3,LEFT,SAME,4
320,420,270,420,LEFT,3,LEFT,SAME,4
310,420,270,420,LEFT,3,LEFT,SAME,4
300,420,270,420,LEFT,3,LEFT,SAME,4
290,420,270,420,LEFT,3,LEFT,SAME,4
280,420,270,420,LEFT,3,LEFT,SAME,4
270,420,100,140,LEFT,3,LEFT,UP,4
260,420,100,140,LEFT,3,LEFT,UP,4
250,420,100,140,LEFT,3,LEFT,UP,4
240,420,100,140,LEFT,3,LEFT,UP,4
230,420,100,140,LEFT,3,LEFT,UP,4
220,420,100,140,LEFT,3,LEFT,UP,4
210,420,100,140,LEFT,3,LEFT,UP,4
210,410,100,140,LEFT,4,LEFT,UP,1
210,400,100,140,LEFT,4,LEFT,UP,1
210,390,100,140,LEFT,4,LEFT,UP,1
210,380,100,140,LEFT,4,LEFT,UP,1
210,370,100,140,LEFT,4,LEFT,UP,1
210,360,100,140,LEFT,4,LEFT,UP,1
210,350,100,140,LEFT,4,LEFT,UP,1
210,340,100,140,LEFT,4,LEFT,UP,1
210,330,100,140,LEFT,4,LEFT,UP,1
210,320,100,140,LEFT,4,LEFT,UP,1
210,310,100,140,LEFT,4,LEFT,UP,1
210,300,100,140,LEFT,4,LEFT,UP,1
210,290,100,140,LEFT,4,LEFT,UP,1
210,280,100,140,LEFT,4,LEFT,UP,1
210,270,100,140,LEFT,4,LEFT,UP,1
210,260,100,140,LEFT,4,LEFT,UP,1
210,250,100,140,LEFT,4,LEFT,UP,1
210,240,100,140,LEFT,4,LEFT,UP,1
210,230,100,140,LEFT,4,LEFT,UP,1
210,220,100,140,LEFT,4,LEFT,UP,1
210,210,100,140,LEFT,4,LEFT,UP,1
210,200,100,140,LEFT,4,LEFT,UP,1
210,190,100,140,LEFT,4,LEFT,UP,1
210,180,100,140,LEFT,4,LEFT,UP,1
210,170,100,140,LEFT,4,LEFT,UP,1
210,160,100,140,LEFT,4,LEFT,UP,1
